ticket_id,title,description,category,priority,status,resolution,created_at,resolved_at,assigned_agent
TKT-0512,Bandwidth saturation on WAN link,WAN link to branch Bangalore saturated at 88% capacity during business hours. Conference calls dropping.,Network,High,resolved,Identified backup data replication saturating WAN link during business hours. Rescheduled backup replication to 10 PM - 4 AM window. Daytime bandwidth freed.,2024-11-09T16:25:00,2024-11-09T19:25:00,Agent_C
TKT-0517,Proxy filter blocking legitimate site,Corporate proxy blocking access to npmjs.com needed for project. Business justification submitted.,Network,Low,resolved,Added business exception rule for required site in proxy. Applied department-specific allow list. Users can now access required resource. Exception documented.,2024-04-25T05:27:00,2024-04-28T04:27:00,Agent_B
TKT-0518,SSO not working for Office 365,Single Sign-On to Office 365 failing for users in OU=Finance OU. SAML assertion error in logs.,Access Management,High,resolved,Found SAML attribute mapping broken after directory OU rename. Updated SP configuration with correct OU path. SSO tested and confirmed working for all users.,2024-07-06T01:02:00,2024-07-06T09:02:00,Agent_E
TKT-0520,Application license expired,License for Oracle EBS expired on 2024-11-21. Users getting license error. Need renewal or temp key.,Application,High,resolved,Contacted vendor support. Received 90-day emergency license extension. Submitted formal renewal order through procurement. Users back to normal.,2024-11-09T01:57:00,2024-11-09T07:57:00,Agent_D
TKT-0521,Database user permissions mismatch,Application service account svc_monitor missing SELECT permission on new employees table after migration.,Database,Medium,resolved,Granted required SELECT permissions to service account on new tables. Updated application configuration. Tested full application workflow successfully.,2024-05-30T09:10:00,2024-05-31T08:10:00,Agent_E
TKT-0522,Suspected phishing email received,User received suspicious email claiming to be from IT department asking for password reset. Possible phishing attack.,Security,High,resolved,Confirmed phishing attempt. Blocked sender domain at mail gateway. Collected and deleted all instances of email from mailboxes. Sent awareness advisory to all staff.,2024-10-20T01:42:00,2024-10-20T06:42:00,Agent_C
TKT-0523,Query performance degradation,Critical report query in PRODDB01 taking 26 minutes vs previous 18 seconds. Missing index suspected.,Database,High,resolved,"Identified missing composite index on (customer_id, order_date) columns. Created index during off-hours. Query time reduced from 8 minutes to 3 seconds.",2024-03-08T19:17:00,2024-03-09T00:17:00,Agent_A
TKT-0524,Network switch port misconfigured,Switch port on rack R19 misconfigured as trunk. VLAN 199 traffic bleeding. Isolate affected systems.,Network,Medium,resolved,Corrected switch port VLAN configuration. Changed from trunk to access mode on VLAN 10. Verified no more VLAN bleeding. Documented correct configuration.,2024-03-30T08:50:00,2024-03-31T03:50:00,Agent_E
TKT-0527,Database user permissions mismatch,Application service account svc_backup missing SELECT permission on new orders table after migration.,Database,Medium,resolved,Granted required SELECT permissions to service account on new tables. Updated application configuration. Tested full application workflow successfully.,2024-05-14T04:33:00,2024-05-14T08:33:00,Agent_D
TKT-0528,Table lock causing deadlock,Deadlock detected in CRMDB on table customers. 494 transactions rolled back. Application throwing errors.,Database,Low,resolved,Identified deadlock pattern in application transaction order. Worked with dev team to reorder table access in transactions. Deadlocks eliminated.,2024-08-09T19:58:00,2024-08-11T13:58:00,Agent_C
TKT-0530,Antivirus definitions outdated,Symantec AV definitions on 7 endpoints are 87 days out of date. Update push needed.,Security,High,resolved,Pushed emergency AV definition update via SCCM. Confirmed update on all endpoints within 2 hours. Scheduled automatic daily definition updates.,2024-02-20T16:06:00,2024-02-21T00:06:00,Agent_C
TKT-0531,SSL certificate expiring soon,SSL certificate for portal.company.com expires in 4 days. Renewal required to prevent browser warnings.,Security,Medium,resolved,Renewed SSL certificate via DigiCert. Deployed to all web servers and load balancers. Certificate monitoring automated for 60-day renewal alerts.,2024-10-31T21:57:00,2024-11-01T20:57:00,Agent_A
TKT-0533,USB drive policy violation,Inventory system flagged user maria.garcia using unauthorized USB drive on secured workstation.,Security,Medium,resolved,User counseled on acceptable use policy. USB drive contents scanned and cleared. Blocked USB storage class on endpoint via group policy.,2024-05-21T13:44:00,2024-05-22T01:44:00,Agent_A
TKT-0534,Suspected phishing email received,User received suspicious email claiming to be from IT department asking for password reset. Possible phishing attack.,Security,High,resolved,Confirmed phishing attempt. Blocked sender domain at mail gateway. Collected and deleted all instances of email from mailboxes. Sent awareness advisory to all staff.,2024-01-31T08:52:00,2024-01-31T13:52:00,Agent_A
TKT-0535,Corrupted data in customer table,314 records in customer table show NULL values in mandatory fields after last migration.,Database,High,resolved,Data corruption traced to failed migration script with incorrect NULL handling. Restored affected records from pre-migration backup. Validated data integrity.,2024-02-25T04:34:00,2024-02-25T11:34:00,Agent_D
TKT-0537,Email notifications not sending,Automated email notifications from Confluence system stopped working. SMTP errors in logs since yesterday.,Application,Medium,resolved,SMTP server certificate expired. Renewed certificate and restarted mail relay service. Email notifications resumed. Added certificate expiry monitoring.,2024-09-08T15:27:00,2024-09-08T21:27:00,Agent_A
TKT-0538,Failed migration rollback needed,Schema migration v14.2 on FINDB failed halfway. Partial changes applied. Need clean rollback.,Database,High,resolved,Executed rollback script to undo partial migration changes. Verified database consistency. Fixed migration script for next attempt. Scheduled retry for weekend.,2024-11-19T20:05:00,2024-11-20T02:05:00,Agent_A
TKT-0540,Query performance degradation,Critical report query in HRDB taking 90 minutes vs previous 16 seconds. Missing index suspected.,Database,High,resolved,"Identified missing composite index on (customer_id, order_date) columns. Created index during off-hours. Query time reduced from 8 minutes to 3 seconds.",2024-10-30T07:31:00,2024-10-30T14:31:00,Agent_D
TKT-0541,BGP route flapping detected,BGP route flapping detected on ISP link Airtel. Packet loss 75% affecting cloud connectivity.,Network,High,resolved,Coordinated with ISP to address BGP route instability. ISP applied route dampening and fixed misconfigured peer. Route stabilized. Packet loss back to 0%.,2024-01-22T12:07:00,2024-01-22T16:07:00,Agent_E
TKT-0542,CSV import failing,Data import tool fails when processing CSV files larger than 19MB. Memory exception in logs.,Application,Low,resolved,Identified memory constraint in import service. Updated JVM heap size from 512MB to 2GB. CSV imports up to 500MB now working correctly.,2024-03-13T15:41:00,2024-03-14T04:41:00,Agent_B
TKT-0544,VM not starting after maintenance,Virtual machine VM-609 fails to boot after scheduled maintenance window. Error: kernel panic at boot.,Infrastructure,Medium,resolved,Restored VM from last known good snapshot. Identified BIOS misconfiguration during maintenance. Updated boot settings and verified full functionality.,2024-02-02T06:27:00,2024-02-02T22:27:00,Agent_A
TKT-0546,Data center cooling alert,Cooling system in DC-2 reporting high temperature warning. Room temp at 34°C. Need HVAC check.,Infrastructure,Medium,resolved,Escalated to data center team. HVAC unit serviced and repaired. Temperature normalized within safe operating range. No hardware damage detected.,2024-08-12T07:59:00,2024-08-12T15:59:00,Agent_E
TKT-0547,Replication lag detected,Database replication lag on ANALYTICSDB slave is 2 seconds behind master. Risk of stale reads.,Database,High,resolved,Found replication lag caused by large transaction on master. Optimized transaction to use batch processing. Replica caught up within 15 minutes.,2024-02-15T22:41:00,2024-02-16T03:41:00,Agent_B
TKT-0548,Report generation failing,Monthly Compliance report fails to generate. Process hangs at 95% and times out after 30 minutes.,Application,Medium,resolved,Increased report generation timeout from 30 to 120 minutes. Optimized underlying SQL query. Report now generating in 22 minutes.,2024-03-30T19:44:00,2024-03-31T18:44:00,Agent_D
TKT-0549,Intermittent network drops,Users in floor 5 of building Tower-B experiencing random network disconnects every 90 minutes.,Network,Medium,resolved,Identified faulty AP causing interference on floor. Replaced AP hardware. Adjusted nearby AP power levels. Network drops resolved. Users confirmed stable connection.,2024-04-08T03:33:00,2024-04-09T02:33:00,Agent_E
TKT-0551,Report generation failing,Monthly Sales report fails to generate. Process hangs at 96% and times out after 30 minutes.,Application,Medium,resolved,Increased report generation timeout from 30 to 120 minutes. Optimized underlying SQL query. Report now generating in 22 minutes.,2024-08-10T08:21:00,2024-08-10T13:21:00,Agent_A
TKT-0552,Network switch port misconfigured,Switch port on rack R06 misconfigured as trunk. VLAN 17 traffic bleeding. Isolate affected systems.,Network,Medium,resolved,Corrected switch port VLAN configuration. Changed from trunk to access mode on VLAN 10. Verified no more VLAN bleeding. Documented correct configuration.,2024-04-30T23:28:00,2024-05-01T16:28:00,Agent_C
TKT-0553,Slow performance in ERP module,ERP system Procurement module responding slowly. Average response time 9 seconds vs normal 0.5s.,Application,Low,resolved,Found missing database index on frequently queried column. Created index in low-traffic window. Response time reduced from 8s to 0.4s.,2024-04-12T12:57:00,2024-04-15T08:57:00,Agent_E
TKT-0554,Database connection pool exhausted,Production DB ANALYTICSDB connection pool maxed out at 457 connections. New requests queuing. Service degradation.,Database,Low,resolved,Identified connection leak in application code. Applied hotfix to properly close connections. Increased connection pool size temporarily. Normal operations resumed.,2024-07-17T11:08:00,2024-07-19T16:08:00,Agent_C
TKT-0555,Email notifications not sending,Automated email notifications from SAP ERP system stopped working. SMTP errors in logs since yesterday.,Application,Low,resolved,SMTP server certificate expired. Renewed certificate and restarted mail relay service. Email notifications resumed. Added certificate expiry monitoring.,2024-03-10T03:54:00,2024-03-12T16:54:00,Agent_B
TKT-0557,BGP route flapping detected,BGP route flapping detected on ISP link Tata. Packet loss 81% affecting cloud connectivity.,Network,High,resolved,Coordinated with ISP to address BGP route instability. ISP applied route dampening and fixed misconfigured peer. Route stabilized. Packet loss back to 0%.,2024-08-07T23:55:00,2024-08-08T03:55:00,Agent_D
TKT-0561,Load balancer health check failing,Load balancer LB-4 marking backend server SVR-02 as unhealthy. Traffic not distributed evenly.,Network,High,resolved,Resolved health check failure caused by SSL certificate mismatch. Updated load balancer SSL profile. Backend server passing health checks. Traffic balanced correctly.,2024-12-26T12:11:00,2024-12-26T18:11:00,Agent_A
TKT-0562,Cannot access shared drive after role change,User alice.chen moved to HR department but still has access to previous department shared drives.,Access Management,Medium,resolved,Revoked access to previous department shares per role change procedure. Granted access to new department resources. Updated access matrix documentation.,2024-05-18T22:39:00,2024-05-19T04:39:00,Agent_A
TKT-0563,Wi-Fi dead zone in conference room,Conference room A-128 has no Wi-Fi coverage. AP-59 appears offline. Meeting disruptions daily.,Network,Low,resolved,Replaced offline AP with spare unit. Configured with matching SSID and security settings. Signal strength confirmed in conference room. Users connecting successfully.,2024-07-06T11:11:00,2024-07-07T21:11:00,Agent_B
TKT-0565,Antivirus definitions outdated,Symantec AV definitions on 350 endpoints are 55 days out of date. Update push needed.,Security,Low,resolved,Pushed emergency AV definition update via SCCM. Confirmed update on all endpoints within 2 hours. Scheduled automatic daily definition updates.,2024-06-25T14:31:00,2024-06-27T11:31:00,Agent_D
TKT-0566,Wi-Fi dead zone in conference room,Conference room C-277 has no Wi-Fi coverage. AP-18 appears offline. Meeting disruptions daily.,Network,Medium,resolved,Replaced offline AP with spare unit. Configured with matching SSID and security settings. Signal strength confirmed in conference room. Users connecting successfully.,2024-07-19T05:18:00,2024-07-19T12:18:00,Agent_C
TKT-0567,Storage array showing errors,NAS storage unit reporting RAID degradation. Drive Drive-D showing I/O errors. Backup jobs are failing.,Infrastructure,High,resolved,Replaced failed drive with hot spare. Initiated RAID rebuild process. ETA for rebuild completion: 4 hours. Monitoring rebuild progress.,2024-11-17T00:18:00,2024-11-17T07:18:00,Agent_D
TKT-0568,VPN security patch needed,Critical security patch CVE-2024-94500 available for VPN gateway. Exploitation in wild reported.,Security,High,resolved,Applied VPN gateway security patch in emergency maintenance window. Verified patch integrity via vendor hash. Restarted services. No exploitation detected.,2024-04-28T16:41:00,2024-04-28T22:41:00,Agent_C
TKT-0569,Statistics need updating,Query optimizer choosing wrong execution plan on CRMDB. Updating statistics should resolve performance issue.,Database,Low,resolved,Updated statistics on all tables in affected database. Cached query plans cleared. Execution plan now optimal. Query performance restored to baseline.,2024-06-04T18:08:00,2024-06-06T11:08:00,Agent_B
TKT-0570,Table lock causing deadlock,Deadlock detected in FINDB on table customers. 499 transactions rolled back. Application throwing errors.,Database,Medium,resolved,Identified deadlock pattern in application transaction order. Worked with dev team to reorder table access in transactions. Deadlocks eliminated.,2024-03-26T19:59:00,2024-03-27T16:59:00,Agent_B
TKT-0571,Report generation failing,Monthly Financial report fails to generate. Process hangs at 80% and times out after 30 minutes.,Application,Medium,resolved,Increased report generation timeout from 30 to 120 minutes. Optimized underlying SQL query. Report now generating in 22 minutes.,2024-08-13T08:23:00,2024-08-13T18:23:00,Agent_C
TKT-0572,Unauthorized access attempt,Multiple failed login attempts (278 in 11:28 mins) on user account jane.doe detected. Account locked.,Security,High,resolved,Account locked per security policy after threshold reached. Verified user identity via secondary channel. Unlocked and reset credentials. Geo-block rule applied.,2024-01-13T12:59:00,2024-01-13T20:59:00,Agent_C
TKT-0573,Application crash on login,Users cannot log into Oracle EBS. Application crashes immediately after entering credentials. Error: NullPointerException.,Application,High,resolved,Identified null session cookie causing crash. Applied hotfix patch v2.3.1. Deployed to production after UAT. All users successfully logging in.,2024-11-27T22:18:00,2024-11-28T06:18:00,Agent_E
TKT-0575,Statistics need updating,Query optimizer choosing wrong execution plan on HRDB. Updating statistics should resolve performance issue.,Database,Low,resolved,Updated statistics on all tables in affected database. Cached query plans cleared. Execution plan now optimal. Query performance restored to baseline.,2024-01-29T19:41:00,2024-01-31T07:41:00,Agent_C
TKT-0576,Application crash on login,Users cannot log into Salesforce. Application crashes immediately after entering credentials. Error: NullPointerException.,Application,High,resolved,Identified null session cookie causing crash. Applied hotfix patch v2.3.1. Deployed to production after UAT. All users successfully logging in.,2024-12-09T02:32:00,2024-12-09T09:32:00,Agent_C
TKT-0577,Load balancer health check failing,Load balancer LB-1 marking backend server SVR-33 as unhealthy. Traffic not distributed evenly.,Network,High,resolved,Resolved health check failure caused by SSL certificate mismatch. Updated load balancer SSL profile. Backend server passing health checks. Traffic balanced correctly.,2024-03-16T22:54:00,2024-03-17T05:54:00,Agent_C
TKT-0578,Data center cooling alert,Cooling system in DC-3 reporting high temperature warning. Room temp at 33°C. Need HVAC check.,Infrastructure,High,resolved,Escalated to data center team. HVAC unit serviced and repaired. Temperature normalized within safe operating range. No hardware damage detected.,2024-10-14T02:13:00,2024-10-14T10:13:00,Agent_C
TKT-0579,User data not syncing,Data changes in Oracle EBS not reflecting in Workday. Sync job shows success but data mismatch persists.,Application,Low,resolved,Identified sync conflict resolution bug. Applied patch from vendor. Re-triggered full sync. Data consistent across both systems.,2024-03-14T06:19:00,2024-03-16T08:19:00,Agent_A
TKT-0581,Report generation failing,Monthly Compliance report fails to generate. Process hangs at 87% and times out after 30 minutes.,Application,Medium,resolved,Increased report generation timeout from 30 to 120 minutes. Optimized underlying SQL query. Report now generating in 22 minutes.,2024-06-03T18:19:00,2024-06-04T15:19:00,Agent_B
TKT-0582,Server down in production,Production server SRV-20 is completely unresponsive. Multiple services affected. CPU usage was at 83% before crash. Need immediate restore.,Infrastructure,High,resolved,Performed emergency restart of server services. Identified root cause as memory leak in application daemon. Applied workaround by scheduling daily restart until patch available.,2024-11-21T15:07:00,2024-11-21T20:07:00,Agent_D
TKT-0583,Privileged access request for DBA,DBA team member john.smith needs temporary elevated DB access for weekend maintenance window.,Access Management,Medium,resolved,Granted time-limited privileged access via PAM system. Access auto-expires after maintenance window. All privileged actions logged. Access revoked on schedule.,2024-02-04T19:47:00,2024-02-05T17:47:00,Agent_E
TKT-0586,Data center cooling alert,Cooling system in DC-3 reporting high temperature warning. Room temp at 36°C. Need HVAC check.,Infrastructure,High,resolved,Escalated to data center team. HVAC unit serviced and repaired. Temperature normalized within safe operating range. No hardware damage detected.,2024-04-09T20:11:00,2024-04-09T22:11:00,Agent_E
TKT-0589,Workflow stuck in pending state,Purchase approval workflow in ServiceNow stuck for 355 requests. Approver receives no notifications.,Application,Medium,resolved,Found approver notification email rule misconfigured after mail server migration. Updated notification templates. All pending approvals re-triggered.,2024-09-29T22:35:00,2024-09-30T15:35:00,Agent_A
TKT-0590,Storage array showing errors,NAS storage unit reporting RAID degradation. Drive Drive-A showing I/O errors. Backup jobs are failing.,Infrastructure,High,resolved,Replaced failed drive with hot spare. Initiated RAID rebuild process. ETA for rebuild completion: 4 hours. Monitoring rebuild progress.,2024-07-04T04:52:00,2024-07-04T12:52:00,Agent_B
TKT-0591,Terminated employee access not revoked,Former employee Priya Nair account still active 16 days after termination date 2024-12-27. Security risk.,Access Management,Low,resolved,"Immediately disabled former employee AD account, revoked all application licenses, invalidated VPN certificates. Conducted access audit. No unauthorized access detected.",2024-04-26T09:08:00,2024-04-27T03:08:00,Agent_D
TKT-0593,Data center cooling alert,Cooling system in DC-1 reporting high temperature warning. Room temp at 29°C. Need HVAC check.,Infrastructure,High,resolved,Escalated to data center team. HVAC unit serviced and repaired. Temperature normalized within safe operating range. No hardware damage detected.,2024-02-19T03:58:00,2024-02-19T07:58:00,Agent_B
TKT-0597,Email notifications not sending,Automated email notifications from Confluence system stopped working. SMTP errors in logs since yesterday.,Application,Medium,resolved,SMTP server certificate expired. Renewed certificate and restarted mail relay service. Email notifications resumed. Added certificate expiry monitoring.,2024-07-27T03:48:00,2024-07-27T10:48:00,Agent_A
TKT-0598,Network switch port misconfigured,Switch port on rack R16 misconfigured as trunk. VLAN 102 traffic bleeding. Isolate affected systems.,Network,Medium,resolved,Corrected switch port VLAN configuration. Changed from trunk to access mode on VLAN 10. Verified no more VLAN bleeding. Documented correct configuration.,2024-01-21T02:20:00,2024-01-21T09:20:00,Agent_C
TKT-0600,Table lock causing deadlock,Deadlock detected in PRODDB01 on table employees. 93 transactions rolled back. Application throwing errors.,Database,High,resolved,Identified deadlock pattern in application transaction order. Worked with dev team to reorder table access in transactions. Deadlocks eliminated.,2024-09-24T21:43:00,2024-09-24T23:43:00,Agent_D
TKT-0602,Proxy filter blocking legitimate site,Corporate proxy blocking access to github.com needed for project. Business justification submitted.,Network,Low,resolved,Added business exception rule for required site in proxy. Applied department-specific allow list. Users can now access required resource. Exception documented.,2024-09-12T08:48:00,2024-09-14T19:48:00,Agent_C
TKT-0603,Statistics need updating,Query optimizer choosing wrong execution plan on ANALYTICSDB. Updating statistics should resolve performance issue.,Database,Low,resolved,Updated statistics on all tables in affected database. Cached query plans cleared. Execution plan now optimal. Query performance restored to baseline.,2024-03-16T14:06:00,2024-03-19T12:06:00,Agent_D
TKT-0607,Failed migration rollback needed,Schema migration v16.3 on ANALYTICSDB failed halfway. Partial changes applied. Need clean rollback.,Database,High,resolved,Executed rollback script to undo partial migration changes. Verified database consistency. Fixed migration script for next attempt. Scheduled retry for weekend.,2024-10-12T21:55:00,2024-10-13T02:55:00,Agent_D
TKT-0608,Mobile app crashing on iOS,Company mobile app crashes on iOS 17.3 devices after latest update. Android users unaffected.,Application,Medium,resolved,Identified crash caused by deprecated API call in iOS 17. Submitted emergency fix. Temporary rollback to previous version available for affected users.,2024-09-08T21:35:00,2024-09-09T16:35:00,Agent_E
TKT-0609,Hardware failure on blade server,Blade server BLD-9 in chassis CH-8 reporting memory ECC errors. Server is unstable.,Infrastructure,High,resolved,Ran memory diagnostics confirming faulty DIMM. Scheduled maintenance window. Replaced failed memory module. Server stable with no further ECC errors.,2024-12-12T11:49:00,2024-12-12T16:49:00,Agent_A
TKT-0611,Data breach notification received,Third-party vendor Microsoft notified of data breach potentially affecting 212 user records.,Security,High,resolved,Initiated vendor breach response protocol. Identified affected accounts. Forced password resets. Enabled enhanced monitoring for affected user subset.,2024-11-27T09:37:00,2024-11-27T11:37:00,Agent_A
TKT-0613,Service account password expiry,Service account svc_app password expires in 76 days. Multiple application integrations will break.,Access Management,High,resolved,Rotated service account password before expiry. Updated password in all integrated applications and vaults. Tested all dependent services. No disruption caused.,2024-07-18T10:36:00,2024-07-18T12:36:00,Agent_B
TKT-0615,Cannot access shared drive after role change,User raj.kumar moved to Finance department but still has access to previous department shared drives.,Access Management,Medium,resolved,Revoked access to previous department shares per role change procedure. Granted access to new department resources. Updated access matrix documentation.,2024-10-20T12:51:00,2024-10-21T11:51:00,Agent_E
TKT-0616,Server reboot required after patch,Patch KB46690420 applied to SRV-44. Server requires reboot to complete patching. Schedule downtime needed.,Infrastructure,Low,resolved,Scheduled reboot during off-peak hours at 11 PM. Coordinated with business stakeholders. Reboot completed successfully in 8 minutes.,2024-04-17T11:50:00,2024-04-19T09:50:00,Agent_E
TKT-0617,VPN security patch needed,Critical security patch CVE-2024-36224 available for VPN gateway. Exploitation in wild reported.,Security,High,resolved,Applied VPN gateway security patch in emergency maintenance window. Verified patch integrity via vendor hash. Restarted services. No exploitation detected.,2024-09-20T14:42:00,2024-09-20T17:42:00,Agent_E
TKT-0620,Firewall rule review needed,"Quarterly firewall audit found 332 outdated rules allowing unnecessary inbound traffic on ports 11548, 17830.",Security,Medium,resolved,Removed 12 outdated firewall rules after business validation. Applied least-privilege ruleset. Documented changes in change management system.,2024-05-02T03:09:00,2024-05-02T07:09:00,Agent_C
TKT-0621,Failed migration rollback needed,Schema migration v17.3 on PRODDB01 failed halfway. Partial changes applied. Need clean rollback.,Database,High,resolved,Executed rollback script to undo partial migration changes. Verified database consistency. Fixed migration script for next attempt. Scheduled retry for weekend.,2024-01-15T08:50:00,2024-01-15T13:50:00,Agent_A
TKT-0622,Service account password expiry,Service account svc_app password expires in 3 days. Multiple application integrations will break.,Access Management,High,resolved,Rotated service account password before expiry. Updated password in all integrated applications and vaults. Tested all dependent services. No disruption caused.,2024-11-04T09:55:00,2024-11-04T11:55:00,Agent_A
TKT-0623,Replication lag detected,Database replication lag on PRODDB01 slave is 9 seconds behind master. Risk of stale reads.,Database,Medium,resolved,Found replication lag caused by large transaction on master. Optimized transaction to use batch processing. Replica caught up within 15 minutes.,2024-03-02T16:42:00,2024-03-03T11:42:00,Agent_B
TKT-0625,USB drive policy violation,Inventory system flagged user alice.chen using unauthorized USB drive on secured workstation.,Security,Medium,resolved,User counseled on acceptable use policy. USB drive contents scanned and cleared. Blocked USB storage class on endpoint via group policy.,2024-09-08T17:23:00,2024-09-09T07:23:00,Agent_D
TKT-0629,Backup job failed overnight,Scheduled backup for SRV-39 failed at 06:55. Backup logs show timeout after 30 minutes. Data not protected.,Infrastructure,Medium,resolved,Investigated backup failure root cause: network timeout. Extended backup timeout parameter and re-ran backup job successfully. Added monitoring alert.,2024-11-25T13:50:00,2024-11-26T01:50:00,Agent_D
TKT-0631,SSO not working for Office 365,Single Sign-On to Office 365 failing for users in OU=Finance OU. SAML assertion error in logs.,Access Management,High,resolved,Found SAML attribute mapping broken after directory OU rename. Updated SP configuration with correct OU path. SSO tested and confirmed working for all users.,2024-01-27T20:41:00,2024-01-27T23:41:00,Agent_B
TKT-0632,Hardware failure on blade server,Blade server BLD-7 in chassis CH-5 reporting memory ECC errors. Server is unstable.,Infrastructure,High,resolved,Ran memory diagnostics confirming faulty DIMM. Scheduled maintenance window. Replaced failed memory module. Server stable with no further ECC errors.,2024-03-21T07:33:00,2024-03-21T10:33:00,Agent_C
TKT-0635,Mobile app crashing on iOS,Company mobile app crashes on iOS 15.0 devices after latest update. Android users unaffected.,Application,Medium,resolved,Identified crash caused by deprecated API call in iOS 17. Submitted emergency fix. Temporary rollback to previous version available for affected users.,2024-05-13T04:05:00,2024-05-13T13:05:00,Agent_A
TKT-0637,Firewall rule review needed,"Quarterly firewall audit found 384 outdated rules allowing unnecessary inbound traffic on ports 33409, 26063.",Security,High,resolved,Removed 12 outdated firewall rules after business validation. Applied least-privilege ruleset. Documented changes in change management system.,2024-05-24T23:43:00,2024-05-25T03:43:00,Agent_D
TKT-0638,Application crash on login,Users cannot log into Jira. Application crashes immediately after entering credentials. Error: NullPointerException.,Application,High,resolved,Identified null session cookie causing crash. Applied hotfix patch v2.3.1. Deployed to production after UAT. All users successfully logging in.,2024-08-18T07:23:00,2024-08-18T15:23:00,Agent_D
TKT-0639,Email notifications not sending,Automated email notifications from Oracle EBS system stopped working. SMTP errors in logs since yesterday.,Application,Medium,resolved,SMTP server certificate expired. Renewed certificate and restarted mail relay service. Email notifications resumed. Added certificate expiry monitoring.,2024-07-15T22:27:00,2024-07-16T04:27:00,Agent_E
TKT-0640,Server down in production,Production server SRV-43 is completely unresponsive. Multiple services affected. CPU usage was at 82% before crash. Need immediate restore.,Infrastructure,High,resolved,Performed emergency restart of server services. Identified root cause as memory leak in application daemon. Applied workaround by scheduling daily restart until patch available.,2024-11-06T21:51:00,2024-11-06T22:51:00,Agent_E
TKT-0642,Table lock causing deadlock,Deadlock detected in ANALYTICSDB on table orders. 451 transactions rolled back. Application throwing errors.,Database,Low,resolved,Identified deadlock pattern in application transaction order. Worked with dev team to reorder table access in transactions. Deadlocks eliminated.,2024-03-13T08:07:00,2024-03-14T08:07:00,Agent_D
TKT-0646,SSO not working for Office 365,Single Sign-On to Office 365 failing for users in OU=External OU. SAML assertion error in logs.,Access Management,High,resolved,Found SAML attribute mapping broken after directory OU rename. Updated SP configuration with correct OU path. SSO tested and confirmed working for all users.,2024-03-16T03:22:00,2024-03-16T05:22:00,Agent_B
TKT-0649,Disk space running low on server,File server SVR-43 disk usage at 97%. Approaching capacity. Archive or expand needed.,Infrastructure,Low,resolved,Archived old log files and temporary data. Freed 320GB. Sent capacity report to management for storage expansion planning.,2024-05-17T19:42:00,2024-05-18T08:42:00,Agent_E
TKT-0650,Table lock causing deadlock,Deadlock detected in CRMDB on table orders. 487 transactions rolled back. Application throwing errors.,Database,High,resolved,Identified deadlock pattern in application transaction order. Worked with dev team to reorder table access in transactions. Deadlocks eliminated.,2024-11-25T09:20:00,2024-11-25T10:20:00,Agent_A
TKT-0653,DNS resolution failing,DNS unable to resolve internal hostnames. Issue started after changes to DNS server DNS-2. Services affected.,Network,High,resolved,Found circular DNS entry created during server migration. Removed circular reference. Flushed DNS cache on all servers. Internal name resolution restored.,2024-05-17T18:38:00,2024-05-18T01:38:00,Agent_C
TKT-0654,Network switch port misconfigured,Switch port on rack R14 misconfigured as trunk. VLAN 171 traffic bleeding. Isolate affected systems.,Network,Medium,resolved,Corrected switch port VLAN configuration. Changed from trunk to access mode on VLAN 10. Verified no more VLAN bleeding. Documented correct configuration.,2024-06-23T14:43:00,2024-06-24T14:43:00,Agent_D
TKT-0655,DHCP scope exhausted,DHCP scope for VLAN 31 exhausted. New devices cannot obtain IP address. BYOD area affected.,Network,Medium,resolved,Expanded DHCP scope by adding new IP range. Devices now obtaining addresses. Implemented DHCP monitoring to alert at 80% scope utilization.,2024-09-01T09:09:00,2024-09-01T22:09:00,Agent_E
TKT-0657,Statistics need updating,Query optimizer choosing wrong execution plan on FINDB. Updating statistics should resolve performance issue.,Database,Low,resolved,Updated statistics on all tables in affected database. Cached query plans cleared. Execution plan now optimal. Query performance restored to baseline.,2024-09-14T00:07:00,2024-09-15T07:07:00,Agent_D
TKT-0658,VM not starting after maintenance,Virtual machine VM-526 fails to boot after scheduled maintenance window. Error: kernel panic at boot.,Infrastructure,Medium,resolved,Restored VM from last known good snapshot. Identified BIOS misconfiguration during maintenance. Updated boot settings and verified full functionality.,2024-10-27T23:29:00,2024-10-28T22:29:00,Agent_C
TKT-0659,API integration broken,Integration between Salesforce and Jira API stopped working. 401 Unauthorized errors since 2025-11-04.,Application,High,resolved,API token expired and not auto-refreshed. Updated integration configuration with new token and implemented auto-refresh mechanism. Integration restored.,2024-07-21T03:00:00,2024-07-21T06:00:00,Agent_D
TKT-0660,Access review overdue,Semi-annual access review for Operations department overdue by 85 days. Compliance audit approaching.,Access Management,Medium,resolved,Completed access review for department. Removed 23 excessive permissions across 8 users. Updated access documentation. Submitted compliance report.,2024-11-11T11:44:00,2024-11-12T00:44:00,Agent_B
TKT-0662,Database user permissions mismatch,Application service account svc_app missing SELECT permission on new orders table after migration.,Database,Medium,resolved,Granted required SELECT permissions to service account on new tables. Updated application configuration. Tested full application workflow successfully.,2024-08-30T13:01:00,2024-08-30T22:01:00,Agent_D
TKT-0663,Failed migration rollback needed,Schema migration v14.3 on CRMDB failed halfway. Partial changes applied. Need clean rollback.,Database,High,resolved,Executed rollback script to undo partial migration changes. Verified database consistency. Fixed migration script for next attempt. Scheduled retry for weekend.,2024-07-19T01:21:00,2024-07-19T02:21:00,Agent_D
